Shop Code,Recency,Frequency,Monetary,Volatility,First_Year,True_Churn,R_Score,F_Score,M_Score,V_Score,Segment,Average Order Value,YTD_RLV,Trans_num_orders,Trans_avg_order_value,Expected Lifetime Orders,Expected RLV
Shop 184,13,10,16187.15,4.582855395323906,2023,0,4,3,3,3,Loyal,1618.715,20731.24,12,1727.6033333333335,12.303564932949673,19915.96511043963
Shop 185,126,3,8277.79,5.456711262888778,2023,1,1,1,2,2,At Risk,2759.263333333334,8277.789999999999,3,2759.263333333333,12.303564932949673,33948.77558877383
Shop 186,34,5,3123.05,3.009681426070771,2023,0,2,1,1,5,At Risk,624.61,3334.8900000000003,7,476.4128571428572,12.303564932949673,7684.929692769695
Shop 187,219,2,4682.2,7.000000000000004,2023,1,1,1,1,1,At Risk,2341.1,4682.2,2,2341.1,12.303564932949673,28803.875864528476
Shop 188,7,29,42815.1,4.829513039072314,2023,0,5,5,4,3,VIP,1476.3827586206896,49529.6,34,1456.7529411764706,12.303564932949673,18164.77113657702
Shop 189,56,13,75370.86,2.236898098925103,2023,1,1,4,5,5,At Risk,5797.758461538461,75370.86,13,5797.758461538461,12.303564932949673,71333.09769709686
Shop 190,5,34,599250.66,7.581992210512406,2023,0,5,5,5,1,VIP,17625.019411764708,821739.05,48,17119.563541666666,12.303564932949673,216850.57077714553
Shop 191,0,28,22314.72,10.424112354682892,2023,0,5,5,3,1,Loyal,796.9542857142858,32143.57,41,783.989512195122,12.303564932949673,9805.37880287824
Shop 192,0,32,41974.21,4.161608028797729,2023,0,5,5,4,4,VIP,1311.6940625,57777.66,47,1229.311914893617,12.303564932949673,16138.513070133296
Shop 193,8,2,3982.95,7.549834435270752,2023,1,4,1,1,1,Promising,1991.475,3982.95,2,1991.475,12.303564932949673,24502.241974845947
Shop 194,22,9,19702.26,5.819884477422731,2023,0,3,2,3,2,At Risk,2189.14,24157.88,12,2013.1566666666668,12.303564932949673,26934.226137317444
Shop 195,2,9,15960.42,5.02995270900491,2023,0,5,2,3,3,Loyal,1773.38,19912.23,12,1659.3525,12.303564932949673,21818.895980794292
Shop 196,6,8,19190.68,4.143693273649069,2023,0,5,2,3,4,Loyal,2398.835,23878.79,11,2170.799090909091,12.303564932949673,29514.22218593233
Shop 197,9,25,128802.66,5.878449994500405,2023,0,4,5,5,2,Loyal,5152.106400000001,142562.4,29,4915.944827586207,12.303564932949673,63389.27563386559
Shop 198,9,16,14969.29,7.840332105205198,2023,0,4,4,3,1,Loyal,935.580625,19209.36,22,873.1527272727272,12.303564932949673,11510.976969697138
Shop 199,5,19,23043.7,4.429966139347057,2023,0,5,4,3,4,Loyal,1212.8263157894737,28756.83,23,1250.2969565217393,12.303564932949673,14922.087328705915
Shop 200,19,11,9455.81,3.684115905791318,2023,0,3,3,2,4,At Risk,859.6190909090909,12485.97,15,832.3979999999999,12.303564932949673,10576.379302603167
Shop 201,13,7,4660.59,3.608883833219432,2023,0,4,2,1,4,Promising,665.7985714285714,6175.42,9,686.1577777777778,12.303564932949673,8191.69595583656
Shop 202,454,1,38.52,0.0,2023,1,1,1,1,5,Dormant,38.52,38.52,1,38.52,12.303564932949673,473.9333212172214
Shop 203,2,23,49477.66,6.029718463180089,2023,0,5,5,4,2,VIP,2151.2026086956525,55991.15,27,2073.7462962962964,12.303564932949673,26467.460980017688
Shop 204,23,9,39823.31,7.391701745597131,2023,0,3,2,4,1,At Risk,4424.812222222222,52106.53,13,4008.194615384615,12.303564932949673,54440.964492220446
Shop 205,505,1,1598.0,0.0,2023,1,1,1,1,5,Dormant,1598.0,1598.0,1,1598.0,12.303564932949673,19661.096762853576
Shop 207,146,1,2415.85,0.0,2024,0,1,1,1,5,Dormant,2415.85,4730.84,2,2365.42,12.303564932949673,29723.567343266466
Shop 208,114,9,13353.8,3.8409802504035566,2023,0,1,2,2,4,At Risk,1483.7555555555555,16481.77,11,1498.3427272727274,12.303564932949673,18255.48282240259
Shop 209,47,5,5839.7300000000005,3.835823141126282,2023,1,2,1,1,4,At Risk,1167.9460000000001,5839.73,5,1167.946,12.303564932949673,14369.89944917884
Shop 210,6,32,283560.38,4.015905303816625,2023,0,5,5,5,4,VIP,8861.261875,368607.36,44,8377.44,12.303564932949673,109025.11086693387
Shop 211,13,12,13484.02,4.7235703851742725,2023,0,4,3,2,3,Promising,1123.6683333333333,16310.79,14,1165.0564285714286,12.303564932949673,13825.126302266004
Shop 212,175,12,28417.41,5.590020781116719,2023,1,1,3,4,2,At Risk,2368.1175,28417.41,12,2368.1175,12.303564932949673,29136.287430104443
Shop 213,126,6,12583.42,3.7277078503269783,2023,1,1,2,2,4,At Risk,2097.2366666666667,12583.42,6,2097.2366666666667,12.303564932949673,25803.487508096263
Shop 214,0,17,74299.87,5.450796456166116,2023,0,5,4,5,2,VIP,4370.580588235294,89518.04000000001,20,4475.902,12.303564932949673,53773.72206204232
Shop 215,2,22,72053.4,8.08957631333764,2023,0,5,5,5,1,VIP,3275.1545454545453,89641.46,25,3585.6584000000003,12.303564932949673,40296.07661544527
Shop 216,9,3,24901.15,7.764071283272799,2023,1,4,1,4,1,Loyal,8300.383333333333,24901.15,3,8300.383333333333,12.303564932949673,102124.30531003991
Shop 217,27,8,9009.33,4.73853298543525,2023,1,2,2,2,3,At Risk,1126.16625,9009.33,8,1126.16625,12.303564932949673,13855.859582171433
Shop 218,13,8,6445.64,3.712755215822481,2023,0,4,2,1,4,Promising,805.705,7119.5,9,791.0555555555555,12.303564932949673,9913.043784302217
Shop 219,23,8,5338.9,4.017332971065466,2023,0,3,2,1,4,At Risk,667.3625,6727.15,10,672.7149999999999,12.303564932949673,8210.937852565625
Shop 220,58,2,3444.86,6.244997998398398,2024,0,1,1,1,2,At Risk,1722.43,7220.76,4,1805.19,12.303564932949673,21192.029347460506
Shop 221,5,10,62523.85,5.738864964771991,2023,0,5,3,5,2,VIP,6252.385,74769.69,12,6230.8075,12.303564932949673,76926.62483330055
Shop 222,16,16,33589.0,6.119725863380368,2023,0,3,4,4,2,At Risk,2099.3125,45743.89,21,2178.2804761904763,12.303564932949673,25829.02765830291
Shop 223,21,21,89734.22,6.813815784270799,2023,0,3,5,5,1,At Risk,4273.058095238095,102891.59,25,4115.6636,12.303564932949673,52573.84773702815
Shop 224,6,9,16807.3,4.917608066738591,2023,0,5,2,3,3,Loyal,1867.4777777777776,19348.760000000002,11,1758.978181818182,12.303564932949673,22976.634099729446
Shop 225,55,8,10495.63,1.97290959718055,2023,1,1,2,2,5,At Risk,1311.95375,10495.63,8,1311.95375,12.303564932949673,16141.708152151821
Shop 226,175,6,57706.51,4.909259401186786,2023,1,1,2,5,3,At Risk,9617.751666666667,57706.51,6,9617.751666666667,12.303564932949673,118332.63213981828
Shop 227,37,7,9859.29,3.804194950946415,2023,0,2,2,2,4,At Risk,1408.47,12665.51,9,1407.278888888889,12.303564932949673,17329.202101111627
Shop 228,142,19,27578.6,3.755869473270977,2023,1,1,4,4,4,At Risk,1451.5052631578947,27578.6,19,1451.5052631578947,12.303564932949673,17858.68925578136
Shop 229,0,15,21678.37,5.231670273860973,2023,0,5,4,3,3,Loyal,1445.2246666666665,26587.5,19,1399.342105263158,12.303564932949673,17781.41552903388
Shop 230,198,3,5730.16,5.815298490691166,2023,1,1,1,1,2,At Risk,1910.0533333333333,5730.16,3,1910.0533333333333,12.303564932949673,23500.46521206363
Shop 231,2,39,441813.57,12.36502007984939,2023,0,5,5,5,1,VIP,11328.553076923077,524615.57,45,11658.123777777777,12.303564932949673,139381.5883782899
Shop 232,8,11,15247.24,2.897001143902581,2023,0,4,3,3,5,Promising,1386.1127272727272,20292.45,13,1560.9576923076925,12.303564932949673,17054.12794438796
Shop 233,8,14,18326.34,4.8916381957114226,2023,0,4,4,3,3,Loyal,1309.0242857142857,21220.38,15,1414.692,12.303564932949673,16105.66529809378
Shop 234,14,10,12092.82,3.86828240139498,2023,0,3,3,2,4,At Risk,1209.282,14072.619999999999,11,1279.3290909090908,12.303564932949673,14878.479609247246
Shop 235,7,20,21280.31,3.711579725319602,2023,0,5,5,3,4,Loyal,1064.0155,28368.16,26,1091.083076923077,12.303564932949673,13091.183793914912
Shop 236,9,2,6247.6900000000005,8.54400374531753,2024,0,4,1,1,1,Promising,3123.8450000000003,17804.32,8,2225.54,12.303564932949673,38434.42979797017
Shop 237,26,7,2835.82,2.681436959293779,2023,0,2,2,1,5,At Risk,405.1171428571429,3356.9,9,372.9888888888889,12.303564932949673,4984.385072593906
Shop 238,9,37,277235.26,15.96819615299914,2023,0,4,5,5,1,Loyal,7492.8448648648655,362997.58,50,7259.9516,12.303564932949673,92188.7033273834
Shop 239,16,18,66411.11,8.263292279968535,2023,0,3,4,5,1,At Risk,3689.5061111111113,80508.1,23,3500.3521739130438,12.303564932949673,45394.078008570184
Shop 240,21,17,44837.59,6.264147163463422,2023,0,3,4,4,2,At Risk,2637.505294117647,55965.770000000004,21,2665.036666666667,12.303564932949673,32450.71764717499
Shop 241,2,15,30214.47,4.737880431151865,2023,0,5,4,4,3,VIP,2014.298,41616.24,21,1981.7257142857143,12.303564932949673,24783.04623731066
Shop 242,0,6,5691.2,3.332570361884464,2023,0,5,2,1,5,Promising,948.5333333333333,5792.02,7,827.4314285714287,12.303564932949673,11670.341457733863
Shop 243,28,16,29485.86,4.67726689246529,2023,0,2,4,4,3,At Risk,1842.86625,39289.97,21,1870.9509523809525,12.303564932949673,22673.824569616467
Shop 244,9,37,99563.31,8.993852633776031,2023,0,4,5,5,1,Loyal,2690.90027027027,106910.5,41,2607.5731707317073,12.303564932949673,33107.66620336209
Shop 245,15,28,162866.08000000002,10.424558804385374,2023,0,3,5,5,1,At Risk,5816.645714285715,191892.29,35,5482.6368571428575,12.303564932949673,71565.47823767773
Shop 246,70,5,4563.05,3.834223329607439,2023,1,1,1,1,4,At Risk,912.61,4563.05,5,912.61,12.303564932949673,11228.3563934592
Shop 247,40,9,16601.7,4.911212687593363,2023,0,2,2,3,3,At Risk,1844.6333333333334,20648.22,11,1877.1109090909092,12.303564932949673,22695.565994150067
Shop 248,9,40,392929.21,13.308304556921405,2023,0,4,5,5,1,Loyal,9823.23025,510827.09,53,9638.246981132075,12.303564932949673,120860.75123219045
Shop 249,239,1,824.69,0.0,2023,0,1,1,1,5,Dormant,824.69,1171.33,2,585.665,12.303564932949673,10146.626964554267
Shop 250,8,40,241096.57,13.306840346228515,2023,0,4,5,5,1,Loyal,6027.41425,295669.4,53,5578.667924528302,12.303564932949673,74158.68260266115
Shop 251,28,10,14552.28,4.140525598411177,2023,0,2,3,3,4,At Risk,1455.228,20959.55,13,1612.2730769230768,12.303564932949673,17904.49219024649
Shop 252,9,38,235275.94,15.79523621759538,2023,0,4,5,5,1,Loyal,6191.472105263158,300764.07,51,5897.334705882353,12.303564932949673,76177.17907765188
Shop 253,5,40,392568.07,9.690302353955268,2023,0,5,5,5,1,VIP,9814.20175,511894.91,53,9658.394528301886,12.303564932949673,120749.66849619332
Shop 254,7,46,742335.15,13.380317430983402,2023,0,5,5,5,1,VIP,16137.720652173914,963155.81,61,15789.439508196721,12.303564932949673,198551.4939138247
Shop 255,15,22,17558.87,3.1479218246676153,2023,0,3,5,3,5,At Risk,798.1304545454545,21344.14,26,820.9284615384615,12.303564932949673,9819.849872464638
Shop 256,9,36,79133.2,10.52420188079094,2023,0,4,5,5,1,Loyal,2198.144444444444,98222.53,47,2089.8410638297873,12.303564932949673,27045.012904224805
Shop 257,6,15,19627.34,4.5125339057105815,2023,1,5,4,3,3,Loyal,1308.4893333333334,19627.34,15,1308.4893333333334,12.303564932949673,16099.083476738697
Shop 258,69,13,7065.65,3.0612654484195767,2023,0,1,4,2,5,At Risk,543.5115384615384,8932.08,15,595.472,12.303564932949673,6687.129505268911
Shop 259,0,31,162709.26,5.118378256245446,2023,0,5,5,5,3,VIP,5248.685806451614,216958.99,42,5165.690238095238,12.303564932949673,64577.54663232875
Shop 260,9,39,134697.27,10.84155854670795,2023,0,4,5,5,1,Loyal,3453.7761538461536,163657.35,51,3208.967647058824,12.303564932949673,42493.75917271933
Shop 262,29,4,7535.88,5.687312607142152,2023,0,2,1,2,2,At Risk,1883.97,10444.49,5,2088.898,12.303564932949673,23179.547226729195
Shop 263,9,10,14791.17,7.638545745584737,2023,0,4,3,3,1,Loyal,1479.117,16990.41,11,1544.5827272727272,12.303564932949673,18198.41205292972
Shop 264,231,1,1014.32,0.0,2023,1,1,1,1,5,Dormant,1014.32,1014.32,1,1014.32,12.303564932949673,12479.751982789512
Shop 265,6,8,12449.16,5.188523572700119,2023,0,5,2,2,3,Promising,1556.145,15856.9,11,1441.5363636363636,12.303564932949673,19146.13105258497
Shop 266,2,4,5184.04,3.9669415033680338,2024,0,5,1,1,4,Promising,1296.01,6733.53,5,1346.706,12.303564932949673,15945.543188752104
Shop 267,44,18,31871.36,4.905233214884891,2023,0,2,4,4,3,At Risk,1770.631111111111,45273.82,21,2155.8961904761904,12.303564932949673,21785.07484785638
Shop 268,14,16,70867.7,5.699389086778071,2023,0,3,4,5,2,At Risk,4429.23125,90260.39,21,4298.113809523809,12.303564932949673,54495.33428742484
Shop 269,41,11,44490.52,7.558879248217825,2023,0,2,3,4,1,At Risk,4044.592727272727,53946.84,13,4149.756923076923,12.303564932949673,49762.90924733601
Shop 270,13,4,8326.02,6.91613753357456,2023,0,4,1,2,1,Promising,2081.505,13022.31,9,1446.9233333333332,12.303564932949673,25609.93192575941
Shop 271,12,7,20405.63,7.121695483279887,2023,0,4,2,3,1,Loyal,2915.09,23858.690000000002,8,2982.3362500000003,12.303564932949673,35865.99910039226
Shop 272,2,11,31827.21,9.395579410866995,2023,0,5,3,4,1,VIP,2893.382727272727,54386.7,15,3625.7799999999997,12.303564932949673,35598.92226087501
Shop 273,13,5,2634.89,3.797037359754347,2023,0,4,1,1,4,Promising,526.978,3732.13,8,466.51625,12.303564932949673,6483.708041235952
Shop 274,6,7,15286.19,5.660710157958864,2023,0,5,2,3,2,Loyal,2183.7414285714285,22847.11,9,2538.567777777778,12.303564932949673,26867.80446320085
Shop 275,16,12,11918.33,3.865339295160021,2023,0,3,3,2,4,At Risk,993.1941666666667,15683.21,17,922.5417647058823,12.303564932949673,12219.828920610173
Shop 276,55,6,15901.4,7.277575832585094,2023,0,1,2,3,1,At Risk,2650.233333333333,24779.57,9,2753.2855555555557,12.303564932949673,32607.317904134317
Shop 277,36,10,65890.57,8.192048358081461,2023,0,2,3,5,1,At Risk,6589.057000000001,83976.04000000001,13,6459.695384615386,12.303564932949673,81068.89064640658
Shop 278,13,10,15891.49,4.143039583714581,2023,0,4,3,3,4,Loyal,1589.149,21782.1,13,1675.5461538461536,12.303564932949673,19552.19790963204
Shop 279,469,1,338.29,0.0,2023,1,1,1,1,5,Dormant,338.29,338.29,1,338.29,12.303564932949673,4162.172981167545
Shop 280,9,26,17266.16,3.1067511291534107,2023,0,4,5,3,5,Loyal,664.0830769230769,20149.64,29,694.8151724137931,12.303564932949673,8170.5892577960885
Shop 281,16,10,18734.64,4.354234395637336,2023,0,3,3,3,4,At Risk,1873.464,25275.29,13,1944.253076923077,12.303564932949673,23050.285973543625
Shop 282,413,2,3302.69,5.830951894845295,2023,1,1,1,1,2,At Risk,1651.345,3302.69,2,1651.345,12.303564932949673,20317.43043420178
Shop 283,29,10,23981.66,4.3384399046220175,2023,0,2,3,3,4,At Risk,2398.166,35343.06,14,2524.5042857142857,12.303564932949673,29505.99110099219
Shop 284,5,10,19954.83,5.25900288033744,2023,0,5,3,3,3,Loyal,1995.4830000000002,22476.0,12,1873.0,12.303564932949673,24551.554663097213
Shop 285,22,9,14372.73,4.061998775666901,2023,0,3,2,3,4,At Risk,1596.97,20579.54,12,1714.9616666666668,12.303564932949673,19648.42409097264
Shop 286,29,3,9148.31,7.669638820133105,2024,0,2,1,2,1,At Risk,3049.4366666666665,11123.62,5,2224.724,12.303564932949673,37518.94203725094
Shop 287,43,7,9229.22,3.8729833462074192,2023,0,2,2,2,4,At Risk,1318.4599999999998,11605.23,9,1289.47,12.303564932949673,16221.758221496822
Shop 288,5,46,47040.630000000005,3.332362029239754,2023,0,5,5,4,5,Loyal,1022.622391304348,52657.810000000005,51,1032.5060784313725,12.303564932949673,12581.900993301313
Shop 289,6,13,23889.45,4.707679665141887,2023,0,5,4,3,3,Loyal,1837.65,27411.84,15,1827.456,12.303564932949673,22609.646099034966
Shop 290,13,11,15756.76,4.615517290945841,2023,0,4,3,3,3,Loyal,1432.4327272727273,19398.89,14,1385.635,12.303564932949673,17624.02907208219
Shop 291,30,11,36695.19,6.54240946712621,2023,0,2,3,4,2,At Risk,3335.926363636364,49482.39,14,3534.4564285714287,12.303564932949673,41043.786626538684
Shop 293,7,3,2863.44,4.20883424647321,2024,1,5,1,1,4,Promising,954.48,2863.44,3,954.48,12.303564932949673,11743.506657201804
Shop 294,50,3,5003.61,6.691536339372982,2024,0,1,1,1,2,At Risk,1667.87,5980.66,4,1495.165,12.303564932949673,20520.74684471877
Shop 295,44,9,14842.44,5.800453333727602,2023,0,2,2,3,2,At Risk,1649.16,18065.26,12,1505.4383333333333,12.303564932949673,20290.547144823282
Shop 296,7,21,32168.22,5.2510923371793465,2023,0,5,5,4,3,VIP,1531.8200000000002,45541.06,27,1686.7059259259258,12.303564932949673,18846.846835590968
Shop 297,37,2,2108.45,4.582575694955841,2023,0,2,1,1,3,At Risk,1054.225,2224.5699999999997,3,741.5233333333332,12.303564932949673,12970.725741438868
Shop 298,9,21,84035.71,6.889012738306863,2023,0,4,5,5,1,Loyal,4001.7004761904764,109983.56,25,4399.3423999999995,12.303564932949673,49235.18165102515
Shop 299,103,46,127600.48,2.5200813421916983,2023,1,1,5,5,5,At Risk,2773.9234782608696,127600.48,46,2773.9234782608696,12.303564932949673,34129.14763381622
Shop 300,30,13,21361.14,5.196242667411338,2023,0,2,4,3,3,At Risk,1643.1646153846154,25578.690000000002,15,1705.246,12.303564932949673,20216.78254090989
Shop 301,92,6,8394.47,5.96703182076315,2023,1,1,2,2,2,At Risk,1399.0783333333331,8394.47,6,1399.0783333333331,12.303564932949673,17213.65112044967
Shop 302,7,7,7558.02,4.16901136437697,2023,0,5,2,2,4,Promising,1079.717142857143,8767.0,10,876.7,12.303564932949673,13284.369976361757
Shop 303,5,22,91952.17,7.950945132671848,2023,0,5,5,5,1,VIP,4179.644090909091,105485.3,25,4219.412,12.303564932949673,51424.5224691194
Shop 304,71,6,8804.2,5.894416203995954,2023,1,1,2,2,2,At Risk,1467.3666666666668,8804.2,6,1467.3666666666668,12.303564932949673,18053.84106377925
Shop 305,12,11,90579.57,10.285543265212372,2023,0,4,3,5,1,Loyal,8234.506363636365,102419.58,13,7878.429230769231,12.303564932949673,101313.7837357873
Shop 306,12,7,2095.87,2.5831653454342605,2023,0,4,2,1,5,Promising,299.40999999999997,2537.5,9,281.94444444444446,12.303564932949673,3683.8103765744613
Shop 307,21,27,45573.89,5.063872135641265,2023,0,3,5,4,3,At Risk,1687.921851851852,62427.87,33,1891.7536363636364,12.303564932949673,20767.456106003916
Shop 308,413,1,2173.83,0.0,2023,0,1,1,1,5,Dormant,2173.83,3447.4700000000003,2,1723.7350000000001,12.303564932949673,26745.858558193988
Shop 309,13,13,21430.84,4.610530779680785,2023,1,4,4,3,3,Loyal,1648.5261538461539,21430.84,13,1648.5261538461539,12.303564932949673,20282.748577511935
Shop 310,9,7,4901.3,3.6511123801339833,2023,0,4,2,1,4,Promising,700.1857142857143,6420.67,9,713.4077777777778,12.303564932949673,8614.780400838034
Shop 311,8,4,32533.990000000005,2.1819578486235627,2023,0,4,1,4,5,Promising,8133.497500000001,47033.83,5,9406.766,12.303564932949673,100071.01462323384
Shop 312,7,12,10294.33,5.169328473588569,2023,0,5,3,2,3,Promising,857.8608333333333,10323.36,13,794.1046153846154,12.303564932949673,10554.746466350984
Shop 313,251,1,2332.67,0.0,2023,1,1,1,1,5,Dormant,2332.67,2332.67,1,2332.67,12.303564932949673,28700.156812143716
Shop 314,71,8,13639.99,5.537082392055997,2023,0,1,2,2,2,At Risk,1704.99875,19918.78,10,1991.878,12.303564932949673,20977.562831223026
Shop 315,7,8,7563.74,2.130332060418199,2023,0,5,2,2,5,Promising,945.4675,9982.84,12,831.9033333333333,12.303564932949673,11632.620778243594
Shop 316,44,8,13136.42,5.3635116840341635,2023,0,2,2,2,3,At Risk,1642.0525,16304.19,10,1630.419,12.303564932949673,20203.09955706234
Shop 317,27,23,54775.83,6.359638299782047,2023,0,2,5,5,2,At Risk,2381.5578260869565,69240.86,25,2769.6344,12.303564932949673,29301.651354835332
Shop 318,12,27,92356.51,6.685582350018848,2023,0,4,5,5,2,Loyal,3420.6114814814814,112254.99,32,3507.9684375,12.303564932949673,42085.715472800584
Shop 319,89,21,62472.67,5.723712523233332,2023,1,1,5,5,2,At Risk,2974.8890476190477,62472.67,21,2974.8890476190477,12.303564932949673,36601.740565701766
Shop 320,65,5,2857.97,3.2816771162733147,2023,0,1,1,1,5,At Risk,571.5939999999999,4245.52,7,606.5028571428572,12.303564932949673,7032.643894284434
Shop 321,35,15,32999.090000000004,5.984717553490851,2023,0,2,4,4,2,At Risk,2199.9393333333337,44672.3,19,2351.1736842105265,12.303564932949673,27067.096436216685
Shop 322,12,11,34033.27,6.808793389619397,2023,0,4,3,4,1,Loyal,3093.933636363636,41220.93,14,2944.352142857143,12.303564932949673,38066.4133932371
Shop 323,113,11,44755.65,7.017116378109266,2023,0,1,3,4,1,At Risk,4068.6954545454546,51996.68,12,4333.056666666666,12.303564932949673,50059.45871739718
Shop 324,64,5,11807.23,2.5807981575099195,2023,0,1,1,2,5,At Risk,2361.446,17035.67,7,2433.6671428571426,12.303564932949673,29054.20419665427
Shop 325,62,2,2971.32,6.0,2024,0,1,1,1,2,At Risk,1485.66,6315.85,3,2105.2833333333333,12.303564932949673,18278.91427828601
Shop 326,2,21,31955.54,8.340481938671063,2023,0,5,5,4,1,VIP,1521.692380952381,41511.93,26,1596.6126923076922,12.303564932949673,18722.24101702241
Shop 327,5,23,84895.0,6.226714715520825,2023,0,5,5,5,2,VIP,3691.086956521739,107533.03,28,3840.465357142857,12.303564932949673,45413.5280427288
Shop 328,28,19,26521.7,5.381790371531058,2023,0,2,4,4,3,At Risk,1395.878947368421,30603.77,22,1391.0804545454546,12.303564932949673,17174.287267484808
Shop 329,14,17,18432.03,3.3682466462664937,2023,0,3,4,3,5,At Risk,1084.2370588235294,20867.37,20,1043.3685,12.303564932949673,13339.981055945667
Shop 330,26,20,39729.48,5.064299025849684,2023,0,2,5,4,3,At Risk,1986.4740000000002,51285.17,25,2051.4067999999997,12.303564932949673,24440.711846616272
Shop 331,2,9,15858.6,4.236669636302719,2023,0,5,2,3,4,Loyal,1762.0666666666666,19345.77,11,1758.7063636363637,12.303564932949673,21679.70164951952
Shop 332,29,3,7002.67,6.203264525944764,2023,0,2,1,2,2,At Risk,2334.2233333333334,10412.79,5,2082.558,12.303564932949673,28719.268349672897
Shop 333,15,3,8861.1,7.471936942720778,2023,0,3,1,2,1,At Risk,2953.7000000000003,11168.65,4,2792.1625,12.303564932949673,36341.03974245345
Shop 334,43,9,18784.75,5.977659688384188,2023,0,2,2,3,2,At Risk,2087.1944444444443,23342.28,11,2122.0254545454545,12.303564932949673,25679.93237491404
Shop 335,64,5,6666.75,4.944359778776655,2023,0,1,1,2,3,At Risk,1333.35,8041.26,7,1148.7514285714285,12.303564932949673,16404.958303348445
Shop 336,15,5,7069.09,4.99473442161664,2023,0,3,1,2,3,At Risk,1413.818,9215.68,6,1535.9466666666667,12.303564932949673,17395.00156637304
Shop 337,43,8,13342.24,5.435544028787623,2023,0,2,2,2,2,At Risk,1667.78,19348.350000000002,11,1758.9409090909094,12.303564932949673,20519.639523874805
Shop 338,14,8,6067.25,2.885154281201866,2023,0,3,2,1,5,At Risk,758.40625,6831.05,10,683.105,12.303564932949673,9331.100542429862
Shop 339,8,10,30283.67,2.581223069403905,2023,0,4,3,4,5,Promising,3028.3669999999997,36032.619999999995,12,3002.718333333333,12.303564932949673,37259.710025301996
Shop 340,140,3,19094.16,9.577329928653338,2023,0,1,1,3,1,At Risk,6364.72,30375.13,4,7593.7825,12.303564932949673,78308.74580004344
Shop 341,12,31,69371.74,4.152255370573448,2023,0,4,5,5,4,Loyal,2237.798064516129,83751.66,37,2263.5583783783786,12.303564932949673,27532.893793603296
Shop 342,0,26,108224.54,7.120799570061597,2023,0,5,5,5,1,VIP,4162.482307692308,119837.54,29,4132.328965517241,12.303564932949673,51213.3713549465
Shop 343,15,6,8818.81,4.643777712010868,2023,0,3,2,2,3,At Risk,1469.8016666666665,13511.66,8,1688.9575,12.303564932949673,18083.800244390983
Shop 344,16,12,13908.57,4.108322276634673,2023,0,3,3,2,4,At Risk,1159.0475,17056.26,14,1218.3042857142857,12.303564932949673,14260.416176622984
Shop 345,21,13,18031.48,3.2254690447185697,2023,0,3,4,3,5,At Risk,1387.0369230769231,29344.809999999998,22,1333.8549999999998,12.303564932949673,17065.498847475643
Shop 346,12,32,56632.84,4.673803230315016,2023,0,4,5,5,3,Loyal,1769.77625,66660.48,36,1851.6799999999998,12.303564932949673,21774.557008667172
Shop 347,21,4,2820.65,3.746615289424141,2023,1,3,1,1,4,At Risk,705.1625,2820.65,4,705.1625,12.303564932949673,8676.012607031123
Shop 348,329,1,406.4,0.0,2023,1,1,1,1,5,Dormant,406.4,406.4,1,406.4,12.303564932949673,5000.168788750747
Shop 349,14,28,66418.47,7.61819065929757,2023,0,3,5,5,1,At Risk,2372.0882142857145,83495.02,32,2609.219375,12.303564932949673,29185.141371148926
Shop 350,2,58,241780.0,5.987904838349739,2023,0,5,5,5,2,VIP,4168.620689655172,277448.5,67,4141.022388059701,12.303564932949673,51288.89533600985
Shop 351,58,49,113678.8,6.358068066457924,2023,1,1,5,5,2,At Risk,2319.9755102040817,113678.8,49,2319.9755102040817,12.303564932949673,28543.969332648965
Shop 352,13,23,78817.86,5.3093166398712,2023,0,4,5,5,3,Loyal,3426.8634782608697,96527.9,27,3575.107407407407,12.303564932949673,42162.63732113638
Shop 353,202,2,1316.5,3.872983346207416,2023,1,1,1,1,4,At Risk,658.25,1316.5,2,658.25,12.303564932949673,8098.821617114122
Shop 354,29,7,45485.45,8.372155751428782,2023,0,2,2,4,1,At Risk,6497.921428571428,58004.13,9,6444.903333333333,12.303564932949673,79947.59822563366
Shop 355,16,17,268587.02,7.130718867202926,2023,0,3,4,5,1,At Risk,15799.236470588236,286983.69,20,14349.1845,12.303564932949673,194386.93180690898
Shop 356,9,16,21652.91,4.229125447321267,2023,0,4,4,3,4,Loyal,1353.306875,26703.08,20,1335.154,12.303564932949673,16650.499010769705
Shop 357,97,6,8602.3,4.784706283952336,2023,1,1,2,2,3,At Risk,1433.7166666666665,8602.3,6,1433.7166666666665,12.303564932949673,17639.826103785494
Shop 358,14,48,127245.0,5.40661145541413,2023,0,3,5,5,3,At Risk,2650.9375,148631.04,58,2562.6041379310345,12.303564932949673,32615.981664441275
Shop 359,2,18,40210.13,4.605689537022228,2023,0,5,4,4,3,VIP,2233.896111111111,46536.89,23,2023.3430434782608,12.303564932949673,27484.885856519315
Shop 360,34,14,20238.22,5.0042125126556165,2023,0,2,4,3,3,At Risk,1445.587142857143,23392.17,16,1462.010625,12.303564932949673,17785.875278380052
Shop 361,13,9,10035.93,5.223801872178114,2023,0,4,2,2,3,Promising,1115.1033333333335,12433.37,11,1130.3063636363638,12.303564932949673,13719.746268615292
Shop 362,48,6,4359.04,3.4280418008296367,2023,0,2,2,1,5,At Risk,726.5066666666667,5912.4400000000005,8,739.0550000000001,12.303564932949673,8938.621947554157
